,expr
692,$\alpha > 1$
693,"$(rep.south) + (0.5,  -1.0)$"
694,$f_0$
695,$\mathsf{P}_X$
696,$K_{k+X}(t)=kt+K_X(t)$
697,$\{\omega\in \Omega \mid (X\wedge a)=a \}$
698,$P_g\not\ll P_X$
699,$F_X(x):=\mathsf{Pr}r(X\le x)$
700,"$X^n_t=1_{[1+T_n, \infty)}$"
701,$\bar\delta=\bar\iota/(1+\bar\iota)$
702,$\partial a/ \partial x_i$
703,$100.03 \$
704,$80-11=69$
705,$\rho(Y_n)=0=\rho(0)$
706,$\tilde Z=\mathsf P(X=\sup(X))^{-1}1_{X=\sup(X)}$
707,$g(S(a))-S(a)$
708,$2X$
709,"$\mathbf {g(S)\, \Delta X}$"
710,$n$
711,$24/6=4$
712,$\mathsf{TVaR}_{0.98}$
713,$\rho(X)=\mathsf{E}_Q(X)=\mathsf{E}_Q(Y)+\mathsf{E}_Q(Z)$
714,$F_n(x) := 1 - J_n(x)/J_n(0)$
715,$K=3$
716,$\zeta NF$
717,$a = q_X(0.995)$
718,$\mathsf{E}_{\mathsf{Q}}[Y \mid X] = \mathsf{E}[Y \mid X]$
719,$X=X_h$
720,"$s \in [s_n,1]$"
721,$\alpha/\beta^2$
722,$X_t=\mu t + \sigma W_t$
723,"$(\Omega, \mathcal{F}, \mathbb{P}, \{\mathcal{F}_t\}_{t \geq 0})$"
724,$\mathsf{E}[Z \mid X]$
725,$\beta_1<\alpha_1$
726,$X^{\oplus N}$
727,"$650,000 − \$"
728,$\mathsf{E}[X_i/X \mid X=a]$
729,$\lambda = \mathsf{Pr} \times \mathbb{Q}$
730,$f_i(x+y)=f_i(x)+f_i(y)$
731,$g(0+)=\delta$
732,"$[0, -k]$"
733,$\mathsf{TVaR}_{0.95}(X)=\mathsf{E}[XZ]$
734,"$[0,1,\dots,n]$"
735,"$g_n = \max \{f_1,\dots,f_n\}$"
736,"$\rho(X) = \max(\mathsf{E}_{\mathsf{Q}_1}[X], \mathsf{E}_{\mathsf{Q}_2}[X])$"
737,$\nu V_{G_1}(m/\nu)$
738,$\rho \in \mathcal R$
739,"$\displaystyle\int_0^{F(a)} \kappa_i(q(p))\,dp + a\alpha_i(a)S(a)$"
740,$\rho_m(X) = \mathsf{E}(X) + (\rho_m(X)-\mathsf{E}(X))$
741,$xf(x)dx$
742,$\beta_i(x)/\alpha_i(x)> 1 > S(x) / g(S(x))$
743,"$Z=(0,0,0,0,0,0,0,0,5,5)$"
744,"$u\in D_n=\{ u \mid u^{(k)} \ge 0, k=1,\dots,n-1, u^{(n-1)}\text{ nondecreasing} \}$"
745,$4 \times 10^{-7} - 10^{-8}$
746,$\mathsf{E}[X] + \pi \mathsf{SD}(X)$
747,$X_i-X_{i-1}$
748,$q^-(p) = \inf\ \{ x\mid F(x) \ge p\}$
749,$m + ra = ks$
750,$e_x=\sum_t {}_tp_{x}$
751,$n-1$
752,$-1$
753,$\mathsf{TVaR}_{0.642}$
754,$k_0>\ge 2$
755,$\rho_i$
756,$\delta_p/\nu_p = \rho_p$
757,$\rho(-X+a)=\rho(-X) + a \le 0$
758,$r = g^k$
759,$MV = \bar Q + \mathit{NPV}_{\infty}$
760,$\mathscr{G}$
761,$Z_1=Z\circ T_A$
762,"$(fun4a.south -| fun3a.west)+(-\medspc,-\medspc)$"
763,$dx=x_{i+1}-x_i$
764,$\Delta_s = \phi_s$
765,"$723,103,276 |      -22.8% |      $"
766,$\lambda(e^t-1)$
767,$ from policyholder as premium and capital $
768,$tE[\text{jumps}]$
769,$\hat X_i=\hat x_i$
770,"$\mathsf{Tw}_1(\mu, \sigma^2)$"
771,$\lambda\to (\alpha+1)/\alpha$
772,$\rho^u_g$
773,$\liminf \rho(X_n) \ge \rho(X)$
774,$X=X^+-X^-$
775,$H\le h$
776,$X\le m$
777,$\theta = \tau^{-1}(\mu)$
778,$g(S(x)) - S(x)\ge 0$
779,$Q\in \mathscr{P}$
780,"$a,b$"
781,$\mathsf{E}[X_i\mid X=q(p)]$
782,$x^\alpha$
783,$\rho(X)=\max_i \rho_i(X)$
784,"$f(s,t)=\lim_n f_n(s,t)$"
785,$0 \leq s < t$
786,$S=X$
787,$M_X(k)\le M_Y(k)$
788,$\tF$
789,$\eta_i$
790,$f(y;\theta)=c(y) e^{\theta y +(-2\theta)^{1/2}}$
791,$M(u) = c_1 / |u|^\alpha$
792,$|X_t| \leq M$
793,$|X_\alpha| > c$
794,$\sum_i X_i(v_i)$
795,$g(s) = t_{df}(t_{df}^{-1}(s)+\lambda)$
796,${}_nE_x$
797,$y\pm 2\sqrt{V(\mu)}$
798,$\nu=\nu(p)$
799,$e^{-\beta x}$
800,$r-i$
801,$1.1M - \$
802,$R>C$
803,"$(Alice) + (0,-2)$"
804,$v\mathsf E[X] + d\max(X)=\rho(X)$
805,"$f(x_i;\theta) = g(\theta, \sum_i x_i)h(x_i)$"
806,$\alpha_1 < \alpha_2$
807,$\mathcal{B}\subset \mathscr{F}$
808,$\rho_{(g)}=\max\{\mathsf{E}(ZX) \mid Z\in \mathcal{A}\}$
809,"$G(x,\omega)=c_k(x)$"
810,$\mathsf{CTE}_p(X)$
811,$P=\sum_i P^i$
812,$\kappa_j(x)/t>\alpha_j(x)$
813,$\zeta=\Omega$
814,$X = X_0 + M + A$
815,$m_Y(s)\to\infty$
816,$s <1$
817,$\mathsf E[X_iZ]$
818,"$d,v\ge 0,\ d+v=1$"
819,$\px=\sum_i \mathsf{Pr}(B\cap A_i)$
820,"$\mathcal F_0=\{\mathsf{var}nothing, \Omega\}$"
821,$dx_i$
822,$p^{* }$
823,"$32,942 after four years, when the loss of \$"
824,$a=P+Q=\max(L)=100$
825,$P_Q-\mathsf{P}[Q(a)]$
826,$V_\lambda(m)=\mathsf{Var}(X_\lambda)=\lambda\mathsf{Var}(X_1)=\lambda V_1(m/\lambda)$
827,$X_i = \mathsf E[X\mid I_i]$
828,$p_a$
829,"$\bar P_{t,0}$"
830,$4/3$
831,$\rho(X_n)\to\rho(X)$
832,$f(x)=e^x$
833,$v''(x) > 0$
834,$r_m$
835,$\mathsf{E} X + c{X-\mathsf{E} X}_p$
836,$\theta_d=0.60$
837,$\rho(X)=\mathsf{SD}(X)$
838,$\mathsf{E}[Z]=g(1)-g(0)=1$
839,$4 \times 10^3 - 10^4$
840,"$x\in\Omega=[0,1]^N$"
841,$kROL$
842,$h=1+\lambda(f-\mathsf{E} f)$
843,$\rho(X)\ge \mathsf{E}[X]$
844,$E[X_i/X | X > x]$
845,$Z\circ T_B=Z$
846,$\displaystyle\int_0^\infty xd(g\circ F)(x)$
847,$\mathscr{O}(\zeta)=\{\zeta \circ T \mid T\in \text{MPT}\}$
848,$λ$
849,$\mathsf{E}[f(X)] \le \mathsf{E}[f(Y)]$
850,$s(M+1) := 0$
851,"$10,000 per-occurrence deductible, a \$"
852,$E=hc/\lambda = 10^{-6}/\lambda$
853,$S_n=X_1+\cdots + X_n$
854,$q(u_i)$
855,$e^{-x\beta}$
856,${}_b\bar V=1-\bar a_{x+b}/\bar a_x$
857,$\mathbf {Z_8}$
858,$Z_{\mathit{lin}}$
859,$\mathsf{E}[X_i\mid X](\omega)$
860,$B\in \mathcal{B}$
861,$E'$
862,$d+l$
863,$f(y;\mu)=\dfrac{1}{\sqrt{2\pi}} e^{-(x-\mu)^2/2}$
864,$1 \times 10^{19}$
865,"$(r,c)$"
866,$p>0$
867,$^{}$
868,$f(x) \mapsto kje^{\theta x} f(x)$
869,$\mathsf{E}[X_0]=\infty$
870,$ for different values of $
871,$p\approx 0.99$
872,"$\text{LOSS}=\text{LR}\,\text{PREM}$"
873,$\mathcal F_1=\sigma(I)$
874,$1_{X>x}$
875,$k_i=a_i/v_i$
876,$p=0.9999$
877,$r_O$
878,$C=1-H$
879,"$50 of the amount allowed on each claim in the classes under subsections 3, 4, 4-B, 5 and 6 must be deducted from the claim and included in the class under subsection 8. Claims may not be cumulated by assignment to avoid application on the $"
880,$\mathsf{Var}(Z)=\sigma^2\mu^p$
881,$I/a + U/R > 0$
882,$X-100$
883,$\sigma(\mathcal{A})$
884,$r_{qp}=\sqrt{pq}$
885,$\rho(kX)\ge k\rho(X)$
886,"$(s,g(s))$"
887,$t^\star=1/2$
888,$Y\le X=0$
889,$u_j(x)$
890,$g\in\mathscr{P}$
891,"$0,0,1,2,3,6,10,18,36,52$"
892,$p_j > p_i \ge p^*$
893,$\mathsf{E}[B]=p$
894,$\epsilon /2^{n+1}$
895,"$12 billion in high quality short-term assets, and \$"
896,$c_a\mapsto c_\lambda$
897,$m(1+m)(1+\frac{a+1}{a}m)$
898,$q_{\mathbf{v}}(p)$
899,$P=\mathsf{EPV}(L; r_I) + RA + SM$
900,"$\mathrm{DM}^*(\theta, \sum_i \nu_i)$"
901,$X_1(10)$
902,$x>\sup(X)$
903,$\mathcal B_p$
904,$R$
905,$\int_0^1 e^{-x/\mu}dx=\mu(1-e^{-1/\mu})<\infty$
906,$H + C = H + (1 - H)\equiv 1$
907,$g\in\mathscr P$
908,$1-g(S)$
909,"$A_3,B_3$"
910,"$i=2,3,4,5$"
911,$\sin{}$
912,$g(s)\le s$
913,$\mathbf {X(a)}$
914,"$(X_1,X_2)$"
915,$a_i = \mathsf E[X_i \mid X \ge a]$
916,$E[X_0] = 0$
917,$\sqrt{x}$
918,$\pi(X) := \rho(X\wedge \alpha(X))$
919,$A(1_{U>0.95})=A(1_{U\le 0.05})=g(0.05)=0.3017$
920,$10^5 - 10^{12}$
921,"$X:\Omega\to[0,\infty)\subset \mathbb R$"
922,$da > 0$
923,"$\mathsf{cov}(Z,X)=\mathsf E[ZX] - \mathsf E[Z]\mathsf E[X]=\mathsf E[ZX] -\mathsf E[X]$"
924,$(1-t)^{th}$
925,$K = 5.029$
926,$\mathscr{G}amma\in\mathscr{G}$
927,$\nu\ll T\mathsf{Pr}$
928,$\hat y(m)=m-m\log(m)$
929,"$^{\,2}$"
930,$\mathsf{E}[(X-\mathsf{E}[X])^+]$
931,$d\mathsf{Q}=g'(1-p)dp$
932,$x_6$
933,$p=0.9$
934,$x_0 \ge q^-(p)$
935,$g_{R+1}$
936,$10^7$
937,"$G=\mathrm{cl}\{\, (\mathsf{E}_\mathsf{Q}[X_i], \mathsf{E}_\mathsf{Q}[X]) \mid \mathsf Q\in\mathcal Q \, \}$"
938,$\hat p>p$
939,$\bar M(a)$
940,$H[X]$
941,$p^+$
942,"$p, q \in G$"
943,"$\forall \gamma>0: \int_{|y|>\gamma} K_\delta(y)\,dy=1$"
944,$\|Z\| = \mathsf{E}(| Z|^p)^{1/p}$
945,"$\mathsf{CP}(\lambda,X)$"
946,$t=0$
947,$\rho\in \mathcal R$
948,$Q_i = \sum_j Q_j^i$
949,$X=\mathsf{E}[Y \mid \mathcal F']$
950,$\mathrm{PV}_i = 0$
951,$1\wedge \cdot$
952,$\rho(X)=\mathsf{E}(q(U)\phi(U))=\mathsf{E}_Q(q(U))$
953,$\mathsf{E}[X_i/X \mid X > a]$
954,"$\psi(S,T)=1$"
955,$M_r$
956,$\mathsf{E}_Q[\text{ceded loss}]$
957,$Q_2dX$
958,$\mathsf{E}[X\mid\mathscr{G}]$
959,$S\mathsf{Pr}$
960,$j(x)=1/x^{\alpha + 1}$
961,$r_H$
962,"$(\Omega, \cal F)$"
963,$H(\omega)$
964,$f:\Lambda\to\Omega$
965,$\alpha_Y \le \alpha_X < \alpha_Y + 1$
966,$k = 1.4 + 1.8s$
967,$V(\mu)\propto \mu^2$
968,$Y = X + Z$
969,$\rho(p)=\rho(F(x))$
970,$\mathsf{TVaR}_{1-s_i}$
971,$-\log(1-e^\theta)$
972,$X(x) = \sum_i x_iX_i$
973,$2n^2$
974,$\forall y\in Y$
975,$\mathsf{E}_\mathsf{P}[X_j]$
976,$\Omega\to\Omega$
977,$dP_g/dP_X$
978,$x \times [f(x)dx]$
979,$\zeta_1=\cos(\theta\pi/2)$
980,$X=\sum_i \Delta_iX$
981,$(r-i)Q_t$
982,${}^{[>190]}$
983,$3.1 - 100$
984,"$1,376.27 \$"
985,$c > C$
986,$L/(1-\pi)/(1-v)$
987,$z_{p/2}\le 2z_p$
988,$R_1(t)\ge P(1)$
989,$\check S/\check M$
990,$|\phi(-2\pi f)|$
991,$\mathbf R_{\le 0}$
992,$X={abs(x.X1+x.X2):.0f}$
993,$\bar a_{n\!\urcorner}$
994,$AVaR_\lambda(X)=\frac{1}{\lambda} \int_0^\lambda VaR_\alpha(X)d\alpha$
995,$\theta=c=\nu^2$
996,$\tilde F$
997,$\tilde W$
998,$(\partial \alpha/\partial x_i)q_X(\alpha)q_\zeta(1-\alpha)$
999,$X(\omega) = 1/\omega$
1000,$\theta=-e^{-\mu}$
1001,"$25,734.38 - \$"
1002,$\mathsf{Var}(r(X))\ge 1/\mi(\mu)$
1003,$a(\mathbf{v})=\mathsf{TVaR}_p(\mathbf{v})=\mathsf{E}[X\mid X > q_{\mathbf{v}}(p)]$
1004,$(x)$
1005,$t=s$
1006,$D ⊃ C N$
1007,$S\cdot dX$
1008,$\mathsf{Pr}(A\mid\mathscr{G})(\cdot)$
1009,$(g(S(a)) - S(a)) / (1 - g(S(a)))$
1010,$L=1\times s=s$
1011,$\subseteq$
1012,$S(x)\leftrightarrow g(S(x))$
1013,$S(a)$
1014,$p'$
1015,$LR_{\mathsf{PH}}$
1016,$f(\square)\mapsto f(\square)-1$
1017,$E[X_a(a)]$
1018,$(X-a)^+\wedge y$
1019,$f(\lambda)$
1020,$10^{15} - 10^{19}$
1021,$\rho(X) \le \rho(Y)$
1022,"$N\sim\text{Mixed Poisson}(\lambda=0.08 \times (\text{vehicles insured}), cv=0.075)$"
1023,$P=\mathrm{EL} + r(a -P)=v\mathrm{EL} + da$
1024,$1-p=q$
1025,$\rho(X-Y)\le 0$
1026,$\text{E}(G^3)=g$
1027,"$a'_{X,r}(Y)=\inf \mathcal E'_{X,r}(Y)$"
1028,$P_1(t)=tR_1(t)$
1029,"$D_n, D_n^*$"
1030,$A=\mathsf{VaR}_{1-\delta}(X)$
1031,$t\mapsto W_t$
1032,"$p_0,p_1\in(0,1)$"
1033,$r = 0.12$
1034,$\alpha/\beta=\alpha\mu^{p-1}/(\alpha+1)\to 1$
1035,$\mathcal D(X+c)=\mathcal D(X)$
1036,$Y=1-X$
1037,$X\le x$
1038,$\{y_j\}$
1039,$0\ge \lambda \le 1$
1040,$a\le X\le b$
1041,$M^{\tau_n}_t = M_{t \wedge \tau_n}$
1042,$a=\max X$
1043,$s_l = f / (n+1)$
1044,$x\downarrow 0$
1045,$k=1/(1-p)=(d+vs)/s$
1046,$\rho(\cdot\mid \mathcal F_1)$
1047,$se(b_i)$
1048,$\mathsf{E}[U(Z)] = \mathsf{E}[U(Z) \mid A] = \mathsf{E}[U(X)]p + \mathsf{E}[U(Y)](1-p)$
1049,$H_g(X) \le H_g(Y)$
1050,"$\Sigma_{ij}=\rho_{ij}=\rho(Z_i,Z_j)$"
1051,"$\mathbf{w}=(w_1,\dots,w_n)$"
1052,$h(s)=\check g(s)  = 1-g(1-s)$
1053,$f(t|s)$
1054,$g'(s)=\phi(1-s)$
1055,$J_n(0) < \infty$
1056,$t_0^*<t_1^*<0.5$
1057,$k= \mathsf{E}(X\wedge k) + (\rho_m(X\wedge k) - \mathsf{E}(X\wedge k)) + (k-\rho_m(X\wedge k))$
1058,$N\mid G$
1059,$\alpha_i(t) = \mathsf{E}[X_i /X \mid X> t]\not=\mathsf{E}[X_i\mid X> t]/\mathsf{E}[X\mid X>t]$
1060,$\check g(1)=1$
1061,"$(s_{R+1}, g_{R+1})$"
1062,$\exists x\ [\forall z\ (z=\emptyset)\rightarrow z\in x \wedge \forall x\in x\forall z\ (z=S(x)\rightarrow z\in x)]$
1063,"$x_1, x_2$"
1064,$g=0$
1065,"$\sigma_A,\sigma_L$"
1066,$3\mu(U)/2$
1067,$2y(\mathrm{atan}(y) - \mathrm{atan}(m))+\log\left( \frac{1+m^2}{1+y^2} \right)$
1068,$\liminf \rho(X_n) \ge X$
1069,$\rho_t(X) = \rho_t(-\rho_{t+1}(X))$
1070,$P(t)=P_0(t)+P_1(t)$
1071,$e^{-\beta x}\approx 1$
1072,"$a_1=1, y_1=3$"
1073,$\mathsf{E}(\theta)=1$
1074,$Q^* > S$
1075,$V(0)>0$
1076,"$j=1,\dots,n=10$"
1077,$\mathsf{Pr}r(\{\omega \})= 1/100$
1078,$q(F(x))$
1079,$X_i(a')$
1080,$\mathsf{Pr}r(X<0)=0$
1081,$\partial P_/\partial x_i = 1-\partial D_i /\partial x_i$
1082,$\mathsf{Pr}r(B=1)=p$
1083,$\bar\delta$
1084,$\rho(Y)=\rho_m(Y)$
1085,$d \ge 1$
1086,$L^p$
1087,$\kappa_T$
1088,"$[x,x+dx]$"
1089,$d={d:.3f}$
1090,$\{\omega\}\in\mathscr{G}\ \forall\omega\in\Omega$
1091,$1-F(q(p));\alpha)$
1092,$\tilde p=\tilde p(p)$
1093,$\mathsf{TVaR}_\pi(X) := X_{N-1}$
1094,$dp=$
1095,$\exp(n(e^\zeta-1))$
1096,$\lim_{s\to 0} g(s)=r>0$
1097,$10^6A_{75}=508676.91$
1098,$gc$
1099,"$[0,\infty)$"
1100,$\tau(\theta)=\tan(\theta)$
1101,$\text{E}(G)=a\theta$
1102,$Y=h(Z)$
1103,$\mathsf{E}[X\cdot Z\circ T] < \mathsf{E}[X\cdot Z]$
1104,$\bar Y=n^{-1}\sum Y_i$
1105,$X_{-4}=x$
1106,$F(q^-(p))=p$
1107,$k=2$
1108,$t_2=s^\star$
1109,"$X_4, X_5$"
1110,$A = 8.14864$
1111,"$\bar P_{0,1}$"
1112,$\{X\le a\}$
1113,$S(x_{(j)})(x_{(j+1)}-x_{(j)})$
1114,$\sum M_i\Delta X$
1115,$x_1 < \cdots < x_n$
1116,$8.617 \times 10^{8}$
1117,$t_*<t^*<0.5$
1118,$\mathcal D\subset\mathscr{F}$
1119,$\mathsf{VaR}_{0.85}=65$
1120,$\int_\Omega X(\omega)\mathsf \mathsf{Pr}r(d\omega)$
1121,$\omega_I>s$
1122,"$\mathsf{TVaR}_{p=1}=\mathrm{ess\,sup}$"
1123,$\lambda>0$
1124,$\mathsf{Pr}r(B=1)=\mathsf{Pr}r(X>x)=p$
1125,$\sim$
1126,"$[a,b]$"
1127,$A_1 \supseteq A_2 \supseteq \cdots$
1128,"$\rho(X) = \sup_{\zeta\in A} \langle \zeta, X \rangle$"
1129,$P(a) = \nu S(a) + \delta = \nu (S(a) + \rho)$
1130,$V(\mu)=\mathsf{Var}(\mathsf{CP}_2)=\lambda(\mu/\lambda)^2x_2=\mu^2(x_2/\lambda)$
1131,$b\!\urcorner$
1132,$\mathsf{E}[v(X)] \le \mathsf{E}[v(Y)]$
1133,$\rho(W_1\wedge a_0)-\bar P_0$
1134,$\rho(X)=r \ge T_{m_2}(X)-v(m_2)$
1135,$\kappa(\theta)=\log \int e^{\theta y}f(y)dy$
1136,$1/(\alpha-1)=1-p$
1137,$\nu=1-\delta$
1138,$\mu_c$
1139,$E[Xi | X=x]$
1140,$S(X_0)$
1141,"$Y = u_{1,2}(Y')$"
1142,$g(s)=(s/1-p)^\alpha\wedge 1$
1143,$\mathbf{B}(t)$
1144,$RY$
1145,$\mathbf {t-1}$
1146,$\mathsf{Var}(X) = \sigma^2 \mu^p$
1147,$g(s)=s^{0.659}$
1148,"$\bar Q_{0,0}$"
1149,$26 \rightarrow 2\times 4^2 + 2\times 4 + 1=41 \rightarrow 60 \rightarrow 83 \rightarrow 109\rightarrow\dots$
1150,$k=n$
1151,"$t=0.06405%.  The prior has a material influence on the posterior mean.  This makes the posterior mean a ""conservative"" estimate of $"
1152,$\mathbb{R}^n$
1153,$\bar P = \bar S + \bar M$
1154,$\phi(t) = g'(1-t)$
1155,"$[0,x]$"
1156,"$P_X(a,b]=\mathsf P(X\in (a,b])=F(b)-F(a)$"
1157,$1_{U>s}$
1158,$\mathsf{E}[X\tilde Z]$
1159,$P/S-1$
1160,$M:=\mathsf E[XZ]-\mathsf E[X]$
1161,$\inf \Delta$
1162,$H+C = H+ (1-H)\equiv 1$
1163,"$a_i=a(X_i, p^*)$"
1164,$g'(t)<1$
1165,$\rho^E(X)$
1166,$a_i=x_i(\partial a/\partial x_i)$
1167,$\mu+\mu\sqrt{\mu+2-2\sqrt{1+\mu}}$
1168,$\square$
1169,$\alpha\equiv 0$
1170,$\mathsf{E}[1_A]$
1171,$\kappa_i(x)=mt/(m+n)$
1172,$L^i = \mathsf E[X^i]$
1173,$p>0.5$
1174,$\Delta Q_{ro}(a) = a-a_{ro}$
1175,$q(p)=e^{\mu+z_p\sigma}$
1176,"$4,617,916 |      -21.4% |          $"
1177,"$k=0,\dots, n$"
1178,$D(t)$
1179,$k\ge n$
1180,$V_1$
1181,$\theta=\theta'$
1182,$y=a$
1183,$B(1_{U>0.95})=B(1_{U\le 0.05})=h(0.05)=1-g(1-0.95)=0.0203$
1184,$\Delta_0 s_0$
1185,$g_1(s)=d+vs$
1186,$n+2$
1187,"$(s_m,g_m)=(1,1)$"
1188,$\tilde R_i=R_i-\delta_i A_i$
1189,$\bar\nu(a)=1/(1+\bar\iota(a))$
1190,$\frac{1}{\sqrt{2\pi y^3}}e^{-1/2x}$
1191,"$f:[0,1]\to\Omega$"
1192,$y_6$
1193,"$\{L,\dots,m\}$"
1194,$\mathsf{Pr}(D ∪ C^c) = 1$
1195,$\{X>a\}$
1196,$m(1-\frac{m}{N})$
1197,$\alpha(\cdot)$
1198,$\dfrac{m}{p}\left(1+\dfrac{m}{p}\right)$
1199,$g(0+)$
1200,$\mathbf \Omega$
1201,$\mathsf{Var}(s)=1/\sigma^2$
1202,$t=0=1$
1203,$\rho(Y)=g(pq)$
1204,$P=\rho_{PH}(X)$
1205,$\mathbf{x}'$
1206,$\rho^a$
1207,$(1-t)/t$
1208,$1-gS$
1209,$c=1.124$
1210,$\mathsf{E}[X_i]/x$
1211,"$\mu f=\int f\,d\mu=\int f(x)\mu(dx)$"
1212,$c(S)$
1213,"$\mathsf{cov}(h^i, Y(\mathbf{X})) = \mathsf{E}_P[h^iY(X)]$"
1214,$\phi\in \mathcal E$
1215,$\rho(X)=\mathsf{E}[X\theta]$
1216,"$X',Y'$"
1217,$g'(S_{X\wedge a}(X\wedge a))$
1218,$A_n \uparrow A$
1219,$Y_m>x$
1220,"$d=1,2,\dots$"
1221,$X(t)=(1-t)X_0 +tX_1$
1222,$P=L+r(P-a)=vL + da$
1223,$S=g(S)=1$
1224,"$i=0,\dots,n-1$"
1225,$\mathsf{E}_{\mathsf{Q}}[X_i \mid X]$
1226,$\kappa_i(t)=E[X_i \mid X=t]$
1227,"$p\not\in\{0, 1, 2\}$"
1228,$a:=\lim_{m\downarrow 0} V(m)/m$
1229,"$(Y,\mathcal{B})$"
1230,$\mathsf{VaR}_p(X)=q^-(p)$
1231,$s(1)=s_3=1$
1232,$s_j$
1233,$\rho(X+\epsilon Y)-\rho(X)$
1234,$\forall t\in E$
1235,$\kappa_{2}$
1236,"$(Alice)+(0,-2)$"
1237,"$X_-:=\max(-X,0)$"
1238,$B=X-A$
1239,$\iff P +\rho_i(F_i) < \rho_i(X_i) \iff  P < \rho_i(X_i) - \rho_i(F_i)$
1240,$p_Y>0.5$
1241,"$\mathsf{CP}(\lambda, X) = X_1+\cdots +X_N$"
1242,$1-\tilde p$
1243,$. Insurance interpretation: $
1244,$1- \nu F(x)$
1245,$\mathsf{E}[Y]=1$
1246,"$\langle \mu,Y \rangle - \langle \mu,X \rangle = \langle \mu, Y-X \rangle \ge 0$"
1247,"$Y_{t,d+1}$"
1248,$\mathsf{E}(X_ig'(S))$
1249,$ is not differentiable at $
1250,$P(x)/Q(x)$
1251,$X_i(a) = X_i(X\wedge a) /X$
1252,$w_i\ge 0$
1253,$X_{-1}=C_1 + \cdots + C_N$
1254,$\lim_{s\downarrow 0} g(s)=d$
1255,$\omega\in Z$
1256,$80=9.56 + 70.44$
1257,$i\in I$
1258,$\sum_i \kappa_i(x)=x$
1259,$\mathsf{CoTVaR}(X_i)$
1260,$cv=0.557$
1261,$\rho(X)=\lim_n \rho(X_n)$
1262,$0.01$
1263,"$(0,0)$"
1264,$a=\mathsf{TVaR}(p^*)$
1265,$(4-|t|)^q$
1266,$500 = (\$
1267,$\pi=1$
1268,$\mathsf{E}[X]=\mathsf{TVaR}_0(X)$
1269,$g'(1-s)=\phi(s)$
1270,$\rho_{TVaR}$
1271,$S(x)=\exp(-\int_x^\infty h(t)dt)$
1272,"$\mathcal{M}\subset\mathscr{P}[0,1]$"
1273,$34.05$
1274,$q_k$
1275,$1/\sqrt{\alpha}$
1276,$X > X_k$
1277,$m(A)=0$
1278,$m(x) = \nu S(x) + \delta = \nu (S(a) + \rho)$
1279,$\epsilon>0$
1280,$a_i'$
1281,$p_B$
1282,$c_k$
1283,$D\rho_X(\cdot)$
1284,$PICK ONE$
1285,$\partial a/\partial v_1$
1286,$q_X(p)=\mu+\sigma z_p$
1287,$\rho_1(X)$
1288,"$\xi(\phi^{-1}(t)\mid t) = 1,\ \forall t\in M$"
1289,$X_t=\mathsf{E}[Y\mid\mathscr{F}_t]$
1290,"$\rho(G(\bar x))=\langle \zeta_{\bar x}, G(\bar x) \rangle$"
1291,$\liminf\rho(X_n)$
1292,$q_B \le q_C$
1293,$\mathsf{Pr}(B\mid\mathcal{A})(\cdot)$
1294,$g(p)\ge p$
1295,$a(t)=a(X(t))$
1296,"$\mathsf{cov}(X_1, N | G = const_j) f_G(const_j)$"
1297,$\alpha<\omega_c$
1298,$t_f$
1299,$\nu\ll P$
1300,"$L(e,t)$"
1301,"$\mathsf{CP}(\lambda,\text{gamma}(\alpha,\beta))$"
1302,$\prec_n^*$
1303,$\forall X\ \exists U\ [\forall Y\ \forall x\ (x\in Y \wedge Y \in  X)\rightarrow x\in U]$
1304,$\mathsf{VaR}$
1305,$a=q_p(\mathbf{x})$
1306,$\mathsf{E}[\mathsf{E}[Z\mid X]]=\mathsf{E}[Z]$
1307,$E_1\cap E_2 = \mathsf{var}nothing$
1308,$\alpha(2)=0$
1309,$\mathsf{E}[XZ]=\mathsf{E}[X\mathsf{E}[Z\mid X]]=0$
1310,"$12,966,000 |       19.0% |          $"
1311,$r-\mu$
1312,"$(n,\lambda)$"
1313,$z_i \ge \zeta$
1314,$x=q_{\mathbf{v}}(s)$
1315,$\nabla^i(\phi(X)) = \mathsf E_q[X^i]$
1316,$\theta\in\tilde\Theta$
1317,$K=B^a=g^{ak}$
1318,$w(Z)/\mathsf{E}[w(Z)]$
1319,$p=0.271$
1320,$q(p)=\mathsf{VaR}_{p}(X)$
1321,$L=\mathsf{E}[X]$
1322,$\mathsf{E}[X_i \mid X=q(1-g^{-1}(1-\tilde p))]$
1323,$\bar F$
1324,$X_t = X_{t-1} + \epsilon_t$
1325,"$=\displaystyle\int_B^{\phantom{X}} \mathsf{var}phi \,d\mathsf{Pr}_T\quad$"
1326,$x_{i2}$
1327,$\iota = (P-L) / (a-P)$
1328,$+l$
1329,$\forall A\in\mathsf{E}E$
1330,$m(s) := (1-s)\wedge m(s)$
1331,$p^*={p_star:.3f}$
1332,$0<r<1$
1333,$\xi\mathbb Z$
1334,"$m_{p_i,p_j}:=(1-w_{p_i,p_j})\delta_{p_i} + w_{p_i,p_j}\delta_{p_j}$"
1335,$P6i$
1336,${}^{[>280]}$
1337,$P_j+Q_j<\Delta X_j$
1338,$Z' - \bar\zeta_tZ$
1339,$X_c$
1340,$\Delta X$
1341,"$\mathsf{cov}(X_i,X)$"
1342,$\mathsf{var}phi(X + Y) \le  \mathsf{var}phi(X) + \mathsf{var}phi(Y)$
1343,$2^{20}\approx 1$
